district,province,census_year,census_period,is_remote,total_population,literate_population,avg_literacy_rate,total_enrolled,total_never_enrolled,total_dropout,avg_enrollment_rate,avg_dropout_rate,local_level_count,total_schools,total_teachers,avg_trained_teachers_pct,total_students,avg_student_teacher_ratio,avg_electricity_pct,avg_toilet_pct,avg_water_pct,avg_infrastructure_score
Khotang,Koshi,2021,Post-Federal (2021),0,23525.0,9234.0,37.96,8956.0,3667.0,303.5,38.3,3.53,3,1.0,3.0,63.6,147.0,49.0,30.3,31.6,31.3,31.07
Khotang,Koshi,2021,Post-Federal (2021),0,23525.0,9234.0,37.96,8956.0,3667.0,303.5,38.3,3.53,3,37.0,147.0,69.9,7980.0,54.3,65.5,41.9,24.0,43.8
Khotang,Koshi,2021,Post-Federal (2021),0,23525.0,9234.0,37.96,8956.0,3667.0,303.5,38.3,3.53,3,162.0,998.0,81.6,55469.0,73.25,56.0,55.7,53.7,55.14
Khotang,Koshi,2021,Post-Federal (2021),0,23525.0,9234.0,37.96,8956.0,3667.0,303.5,38.3,3.53,3,89.0,564.0,74.9,19341.0,34.3,62.1,45.7,50.4,52.73
Khotang,Koshi,2001,Pre-Federal (2001),0,81164.0,37710.0,44.71,30473.0,13967.0,3387.0,36.42,10.79,10,108.0,1299.0,69.84,24942.0,38.1,53.88,65.64,39.16,52.89
Khotang,Koshi,2011,Transitional (2011),0,73790.0,40724.0,51.66,21931.0,16031.0,2666.0,33.29,10.55,10,268.0,3330.0,66.76,77977.0,30.92,52.69,48.54,38.98,46.74
Khotang,Koshi,2021,Post-Federal (2021),0,10062.0,5739.0,59.17,3370.0,2412.0,341.5,38.0,10.47,3,1.0,3.0,63.6,147.0,49.0,30.3,31.6,31.3,31.07
Khotang,Koshi,2021,Post-Federal (2021),0,10062.0,5739.0,59.17,3370.0,2412.0,341.5,38.0,10.47,3,37.0,147.0,69.9,7980.0,54.3,65.5,41.9,24.0,43.8
Khotang,Koshi,2021,Post-Federal (2021),0,10062.0,5739.0,59.17,3370.0,2412.0,341.5,38.0,10.47,3,162.0,998.0,81.6,55469.0,73.25,56.0,55.7,53.7,55.14
Khotang,Koshi,2021,Post-Federal (2021),0,10062.0,5739.0,59.17,3370.0,2412.0,341.5,38.0,10.47,3,89.0,564.0,74.9,19341.0,34.3,62.1,45.7,50.4,52.73
Khotang,Koshi,2021,Post-Federal (2021),0,18539.0,11556.0,60.34,6327.0,3924.0,752.5,32.9,11.97,4,1.0,3.0,63.6,147.0,49.0,30.3,31.6,31.3,31.07
Khotang,Koshi,2021,Post-Federal (2021),0,18539.0,11556.0,60.34,6327.0,3924.0,752.5,32.9,11.97,4,37.0,147.0,69.9,7980.0,54.3,65.5,41.9,24.0,43.8
Khotang,Koshi,2021,Post-Federal (2021),0,18539.0,11556.0,60.34,6327.0,3924.0,752.5,32.9,11.97,4,162.0,998.0,81.6,55469.0,73.25,56.0,55.7,53.7,55.14
Khotang,Koshi,2021,Post-Federal (2021),0,18539.0,11556.0,60.34,6327.0,3924.0,752.5,32.9,11.97,4,89.0,564.0,74.9,19341.0,34.3,62.1,45.7,50.4,52.73
Khotang,Koshi,2021,Post-Federal (2021),0,37873.0,20419.0,56.05,10335.0,7857.0,990.5,28.67,10.53,6,1.0,3.0,63.6,147.0,49.0,30.3,31.6,31.3,31.07
Khotang,Koshi,2021,Post-Federal (2021),0,37873.0,20419.0,56.05,10335.0,7857.0,990.5,28.67,10.53,6,37.0,147.0,69.9,7980.0,54.3,65.5,41.9,24.0,43.8
Khotang,Koshi,2021,Post-Federal (2021),0,37873.0,20419.0,56.05,10335.0,7857.0,990.5,28.67,10.53,6,162.0,998.0,81.6,55469.0,73.25,56.0,55.7,53.7,55.14
Khotang,Koshi,2021,Post-Federal (2021),0,37873.0,20419.0,56.05,10335.0,7857.0,990.5,28.67,10.53,6,89.0,564.0,74.9,19341.0,34.3,62.1,45.7,50.4,52.73
Khotang,Koshi,2021,Post-Federal (2021),0,8545.0,4765.0,50.15,3212.0,1322.0,264.0,36.24,11.64,2,1.0,3.0,63.6,147.0,49.0,30.3,31.6,31.3,31.07
Khotang,Koshi,2021,Post-Federal (2021),0,8545.0,4765.0,50.15,3212.0,1322.0,264.0,36.24,11.64,2,37.0,147.0,69.9,7980.0,54.3,65.5,41.9,24.0,43.8
Khotang,Koshi,2021,Post-Federal (2021),0,8545.0,4765.0,50.15,3212.0,1322.0,264.0,36.24,11.64,2,162.0,998.0,81.6,55469.0,73.25,56.0,55.7,53.7,55.14
Khotang,Koshi,2021,Post-Federal (2021),0,8545.0,4765.0,50.15,3212.0,1322.0,264.0,36.24,11.64,2,89.0,564.0,74.9,19341.0,34.3,62.1,45.7,50.4,52.73
Lalitpur,Bagmati,2021,Post-Federal (2021),0,21025.0,18923.0,90.47,8131.0,1497.0,1606.0,35.7,30.82,2,180.0,1509.0,80.9,42665.0,31.75,67.4,85.6,63.8,72.26
Lalitpur,Bagmati,2021,Post-Federal (2021),0,21025.0,18923.0,90.47,8131.0,1497.0,1606.0,35.7,30.82,2,85.5,221.0,70.95,9610.0,50.85,53.75,65.9,75.5,65.05
Lalitpur,Bagmati,2021,Post-Federal (2021),0,21025.0,18923.0,90.47,8131.0,1497.0,1606.0,35.7,30.82,2,18.0,158.0,50.9,6391.0,40.4,26.3,75.5,90.5,64.1
Lalitpur,Bagmati,2001,Pre-Federal (2001),0,105569.0,71765.0,70.71,34674.0,6114.0,3437.0,33.74,8.81,7,176.0,1520.5,75.08,37928.0,30.88,37.98,67.26,70.98,58.74
Lalitpur,Bagmati,2011,Transitional (2011),0,171081.0,130799.0,78.71,46729.0,6274.0,5378.0,29.06,12.49,7,200.0,2175.0,68.24,43536.0,16.44,51.5,68.44,65.24,61.73
Lalitpur,Bagmati,2021,Post-Federal (2021),0,76957.0,65934.0,88.29,19189.0,1949.0,1948.0,25.23,11.49,3,180.0,1509.0,80.9,42665.0,31.75,67.4,85.6,63.8,72.26
Lalitpur,Bagmati,2021,Post-Federal (2021),0,76957.0,65934.0,88.29,19189.0,1949.0,1948.0,25.23,11.49,3,85.5,221.0,70.95,9610.0,50.85,53.75,65.9,75.5,65.05
Lalitpur,Bagmati,2021,Post-Federal (2021),0,76957.0,65934.0,88.29,19189.0,1949.0,1948.0,25.23,11.49,3,18.0,158.0,50.9,6391.0,40.4,26.3,75.5,90.5,64.1
Lalitpur,Bagmati,2021,Post-Federal (2021),0,35509.0,29567.0,82.7,10600.0,1582.0,1787.0,29.48,15.75,2,180.0,1509.0,80.9,42665.0,31.75,67.4,85.6,63.8,72.26
Lalitpur,Bagmati,2021,Post-Federal (2021),0,35509.0,29567.0,82.7,10600.0,1582.0,1787.0,29.48,15.75,2,85.5,221.0,70.95,9610.0,50.85,53.75,65.9,75.5,65.05
Lalitpur,Bagmati,2021,Post-Federal (2021),0,35509.0,29567.0,82.7,10600.0,1582.0,1787.0,29.48,15.75,2,18.0,158.0,50.9,6391.0,40.4,26.3,75.5,90.5,64.1
Lalitpur,Bagmati,2021,Post-Federal (2021),0,19712.0,15424.0,78.25,8359.0,805.0,1073.0,42.41,12.84,1,180.0,1509.0,80.9,42665.0,31.75,67.4,85.6,63.8,72.26
Lalitpur,Bagmati,2021,Post-Federal (2021),0,19712.0,15424.0,78.25,8359.0,805.0,1073.0,42.41,12.84,1,85.5,221.0,70.95,9610.0,50.85,53.75,65.9,75.5,65.05
Lalitpur,Bagmati,2021,Post-Federal (2021),0,19712.0,15424.0,78.25,8359.0,805.0,1073.0,42.41,12.84,1,18.0,158.0,50.9,6391.0,40.4,26.3,75.5,90.5,64.1
Lalitpur,Bagmati,2021,Post-Federal (2021),0,61347.0,51796.0,84.01,25628.0,3070.0,1599.0,39.16,7.39,3,180.0,1509.0,80.9,42665.0,31.75,67.4,85.6,63.8,72.26
Lalitpur,Bagmati,2021,Post-Federal (2021),0,61347.0,51796.0,84.01,25628.0,3070.0,1599.0,39.16,7.39,3,85.5,221.0,70.95,9610.0,50.85,53.75,65.9,75.5,65.05
Lalitpur,Bagmati,2021,Post-Federal (2021),0,61347.0,51796.0,84.01,25628.0,3070.0,1599.0,39.16,7.39,3,18.0,158.0,50.9,6391.0,40.4,26.3,75.5,90.5,64.1
Lamjung,Gandaki,2001,Pre-Federal (2001),0,280477.0,188714.0,68.71,93689.0,16604.0,10380.0,34.53,10.6,8,190.0,1385.0,72.62,45905.0,51.56,45.94,62.02,57.28,55.08
Lamjung,Gandaki,2011,Transitional (2011),0,208329.0,156552.0,76.21,71273.0,11220.0,6385.0,35.62,9.4,8,192.0,1730.0,73.68,44215.0,24.94,68.32,72.54,87.65,76.17
Lamjung,Gandaki,2021,Post-Federal (2021),0,116473.0,104128.0,84.31,35522.0,6291.0,3089.0,32.49,8.95,7,55.0,186.0,51.2,18312.0,98.5,83.1,70.6,82.4,78.7
Lamjung,Gandaki,2021,Post-Federal (2021),0,116473.0,104128.0,84.31,35522.0,6291.0,3089.0,32.49,8.95,7,9.0,47.0,79.4,1358.0,28.9,34.5,89.6,81.5,68.53
Lamjung,Gandaki,2021,Post-Federal (2021),0,116473.0,104128.0,84.31,35522.0,6291.0,3089.0,32.49,8.95,7,190.0,1524.0,89.6,51172.0,26.12,75.1,52.1,57.2,61.46
Lamjung,Gandaki,2021,Post-Federal (2021),0,116473.0,104128.0,84.31,35522.0,6291.0,3089.0,32.49,8.95,7,17.0,221.0,57.2,3113.0,14.1,27.0,41.5,35.7,34.73
Lamjung,Gandaki,2021,Post-Federal (2021),0,18311.0,14237.0,82.12,4243.0,562.0,347.0,22.53,10.47,2,55.0,186.0,51.2,18312.0,98.5,83.1,70.6,82.4,78.7
Lamjung,Gandaki,2021,Post-Federal (2021),0,18311.0,14237.0,82.12,4243.0,562.0,347.0,22.53,10.47,2,9.0,47.0,79.4,1358.0,28.9,34.5,89.6,81.5,68.53
Lamjung,Gandaki,2021,Post-Federal (2021),0,18311.0,14237.0,82.12,4243.0,562.0,347.0,22.53,10.47,2,190.0,1524.0,89.6,51172.0,26.12,75.1,52.1,57.2,61.46
Lamjung,Gandaki,2021,Post-Federal (2021),0,18311.0,14237.0,82.12,4243.0,562.0,347.0,22.53,10.47,2,17.0,221.0,57.2,3113.0,14.1,27.0,41.5,35.7,34.73
Lamjung,Gandaki,2021,Post-Federal (2021),0,7756.0,7492.0,96.6,3092.0,223.0,174.0,39.87,5.63,1,55.0,186.0,51.2,18312.0,98.5,83.1,70.6,82.4,78.7
Lamjung,Gandaki,2021,Post-Federal (2021),0,7756.0,7492.0,96.6,3092.0,223.0,174.0,39.87,5.63,1,9.0,47.0,79.4,1358.0,28.9,34.5,89.6,81.5,68.53
Lamjung,Gandaki,2021,Post-Federal (2021),0,7756.0,7492.0,96.6,3092.0,223.0,174.0,39.87,5.63,1,190.0,1524.0,89.6,51172.0,26.12,75.1,52.1,57.2,61.46
Lamjung,Gandaki,2021,Post-Federal (2021),0,7756.0,7492.0,96.6,3092.0,223.0,174.0,39.87,5.63,1,17.0,221.0,57.2,3113.0,14.1,27.0,41.5,35.7,34.73
Lamjung,Gandaki,2021,Post-Federal (2021),0,35767.0,33954.0,90.18,11822.0,2393.0,469.0,35.16,3.7,3,55.0,186.0,51.2,18312.0,98.5,83.1,70.6,82.4,78.7
Lamjung,Gandaki,2021,Post-Federal (2021),0,35767.0,33954.0,90.18,11822.0,2393.0,469.0,35.16,3.7,3,9.0,47.0,79.4,1358.0,28.9,34.5,89.6,81.5,68.53
Lamjung,Gandaki,2021,Post-Federal (2021),0,35767.0,33954.0,90.18,11822.0,2393.0,469.0,35.16,3.7,3,190.0,1524.0,89.6,51172.0,26.12,75.1,52.1,57.2,61.46
Lamjung,Gandaki,2021,Post-Federal (2021),0,35767.0,33954.0,90.18,11822.0,2393.0,469.0,35.16,3.7,3,17.0,221.0,57.2,3113.0,14.1,27.0,41.5,35.7,34.73
Lamjung,Gandaki,2021,Post-Federal (2021),0,46797.0,37721.0,82.27,13839.0,3623.0,866.0,27.24,10.28,2,55.0,186.0,51.2,18312.0,98.5,83.1,70.6,82.4,78.7
Lamjung,Gandaki,2021,Post-Federal (2021),0,46797.0,37721.0,82.27,13839.0,3623.0,866.0,27.24,10.28,2,9.0,47.0,79.4,1358.0,28.9,34.5,89.6,81.5,68.53
Lamjung,Gandaki,2021,Post-Federal (2021),0,46797.0,37721.0,82.27,13839.0,3623.0,866.0,27.24,10.28,2,190.0,1524.0,89.6,51172.0,26.12,75.1,52.1,57.2,61.46
Lamjung,Gandaki,2021,Post-Federal (2021),0,46797.0,37721.0,82.27,13839.0,3623.0,866.0,27.24,10.28,2,17.0,221.0,57.2,3113.0,14.1,27.0,41.5,35.7,34.73
Mahottari,Madhesh,2021,Post-Federal (2021),0,20197.0,10634.0,54.65,6970.0,3061.0,515.0,33.25,7.24,4,7.0,29.0,53.4,1628.0,56.1,63.15,70.8,28.4,54.12
Mahottari,Madhesh,2021,Post-Federal (2021),0,20197.0,10634.0,54.65,6970.0,3061.0,515.0,33.25,7.24,4,126.0,1312.0,54.9,31799.0,26.07,70.27,45.7,32.97,49.64
Mahottari,Madhesh,2021,Post-Federal (2021),0,20197.0,10634.0,54.65,6970.0,3061.0,515.0,33.25,7.24,4,111.0,362.0,51.9,29250.0,80.8,32.1,55.9,12.5,33.5
Mahottari,Madhesh,2001,Pre-Federal (2001),0,120253.0,53284.0,44.16,40548.0,20160.0,4789.0,33.47,11.41,15,92.0,635.0,61.96,25246.0,42.43,55.44,53.45,52.84,53.91
Mahottari,Madhesh,2011,Transitional (2011),0,145539.0,73248.0,49.21,49916.0,31340.0,4954.0,34.18,10.85,15,192.0,1724.0,75.28,41081.0,27.08,49.02,49.18,51.86,50.02
Mahottari,Madhesh,2021,Post-Federal (2021),0,73958.0,41274.0,54.29,26100.0,12542.0,3051.0,34.38,12.1,9,7.0,29.0,53.4,1628.0,56.1,63.15,70.8,28.4,54.12
Mahottari,Madhesh,2021,Post-Federal (2021),0,73958.0,41274.0,54.29,26100.0,12542.0,3051.0,34.38,12.1,9,126.0,1312.0,54.9,31799.0,26.07,70.27,45.7,32.97,49.64
Mahottari,Madhesh,2021,Post-Federal (2021),0,73958.0,41274.0,54.29,26100.0,12542.0,3051.0,34.38,12.1,9,111.0,362.0,51.9,29250.0,80.8,32.1,55.9,12.5,33.5
Mahottari,Madhesh,2021,Post-Federal (2021),0,9044.0,5524.0,62.05,2619.0,1988.0,484.0,34.83,12.95,2,7.0,29.0,53.4,1628.0,56.1,63.15,70.8,28.4,54.12
Mahottari,Madhesh,2021,Post-Federal (2021),0,9044.0,5524.0,62.05,2619.0,1988.0,484.0,34.83,12.95,2,126.0,1312.0,54.9,31799.0,26.07,70.27,45.7,32.97,49.64
Mahottari,Madhesh,2021,Post-Federal (2021),0,9044.0,5524.0,62.05,2619.0,1988.0,484.0,34.83,12.95,2,111.0,362.0,51.9,29250.0,80.8,32.1,55.9,12.5,33.5
Mahottari,Madhesh,2021,Post-Federal (2021),0,40878.0,23995.0,62.68,13869.0,6718.0,1815.0,35.99,12.19,7,7.0,29.0,53.4,1628.0,56.1,63.15,70.8,28.4,54.12
Mahottari,Madhesh,2021,Post-Federal (2021),0,40878.0,23995.0,62.68,13869.0,6718.0,1815.0,35.99,12.19,7,126.0,1312.0,54.9,31799.0,26.07,70.27,45.7,32.97,49.64
Mahottari,Madhesh,2021,Post-Federal (2021),0,40878.0,23995.0,62.68,13869.0,6718.0,1815.0,35.99,12.19,7,111.0,362.0,51.9,29250.0,80.8,32.1,55.9,12.5,33.5
Mahottari,Madhesh,2021,Post-Federal (2021),0,35457.0,22146.0,60.62,12079.0,5609.0,1333.0,32.6,12.12,6,7.0,29.0,53.4,1628.0,56.1,63.15,70.8,28.4,54.12
Mahottari,Madhesh,2021,Post-Federal (2021),0,35457.0,22146.0,60.62,12079.0,5609.0,1333.0,32.6,12.12,6,126.0,1312.0,54.9,31799.0,26.07,70.27,45.7,32.97,49.64
Mahottari,Madhesh,2021,Post-Federal (2021),0,35457.0,22146.0,60.62,12079.0,5609.0,1333.0,32.6,12.12,6,111.0,362.0,51.9,29250.0,80.8,32.1,55.9,12.5,33.5
Makwanpur,Bagmati,2021,Post-Federal (2021),0,22708.0,17484.0,78.74,6690.0,1800.0,921.0,31.54,14.32,2,15.0,126.0,94.2,5065.0,40.2,94.2,73.4,92.2,86.6
Makwanpur,Bagmati,2021,Post-Federal (2021),0,22708.0,17484.0,78.74,6690.0,1800.0,921.0,31.54,14.32,2,150.0,1442.0,60.25,47908.0,42.6,75.47,96.95,50.35,74.26
Makwanpur,Bagmati,2021,Post-Federal (2021),0,22708.0,17484.0,78.74,6690.0,1800.0,921.0,31.54,14.32,2,67.0,459.0,79.1,16445.0,35.2,71.1,72.2,71.6,71.63
Makwanpur,Bagmati,2001,Pre-Federal (2001),0,293855.0,212072.0,71.43,102898.0,14612.0,10200.0,35.46,10.41,10,228.0,1583.0,75.2,78076.0,49.76,74.84,70.66,67.56,71.02
Makwanpur,Bagmati,2011,Transitional (2011),0,258817.0,187823.0,74.83,83832.0,16285.0,7942.0,34.33,10.05,10,234.0,1711.0,69.58,56299.0,44.98,68.88,70.08,76.41,71.79
Makwanpur,Bagmati,2021,Post-Federal (2021),0,58075.0,49855.0,84.88,26105.0,3644.0,4338.0,44.84,16.39,3,15.0,126.0,94.2,5065.0,40.2,94.2,73.4,92.2,86.6
Makwanpur,Bagmati,2021,Post-Federal (2021),0,58075.0,49855.0,84.88,26105.0,3644.0,4338.0,44.84,16.39,3,150.0,1442.0,60.25,47908.0,42.6,75.47,96.95,50.35,74.26
Makwanpur,Bagmati,2021,Post-Federal (2021),0,58075.0,49855.0,84.88,26105.0,3644.0,4338.0,44.84,16.39,3,67.0,459.0,79.1,16445.0,35.2,71.1,72.2,71.6,71.63
Makwanpur,Bagmati,2021,Post-Federal (2021),0,52465.0,46880.0,89.87,15729.0,3278.0,2595.0,31.78,16.66,3,15.0,126.0,94.2,5065.0,40.2,94.2,73.4,92.2,86.6
Makwanpur,Bagmati,2021,Post-Federal (2021),0,52465.0,46880.0,89.87,15729.0,3278.0,2595.0,31.78,16.66,3,150.0,1442.0,60.25,47908.0,42.6,75.47,96.95,50.35,74.26
Makwanpur,Bagmati,2021,Post-Federal (2021),0,52465.0,46880.0,89.87,15729.0,3278.0,2595.0,31.78,16.66,3,67.0,459.0,79.1,16445.0,35.2,71.1,72.2,71.6,71.63
Makwanpur,Bagmati,2021,Post-Federal (2021),0,109725.0,95381.0,86.85,33601.0,5780.0,3778.0,31.52,11.2,3,15.0,126.0,94.2,5065.0,40.2,94.2,73.4,92.2,86.6
Makwanpur,Bagmati,2021,Post-Federal (2021),0,109725.0,95381.0,86.85,33601.0,5780.0,3778.0,31.52,11.2,3,150.0,1442.0,60.25,47908.0,42.6,75.47,96.95,50.35,74.26
Makwanpur,Bagmati,2021,Post-Federal (2021),0,109725.0,95381.0,86.85,33601.0,5780.0,3778.0,31.52,11.2,3,67.0,459.0,79.1,16445.0,35.2,71.1,72.2,71.6,71.63
Makwanpur,Bagmati,2021,Post-Federal (2021),0,156948.0,121409.0,81.83,53323.0,5215.0,4091.0,33.87,8.59,5,15.0,126.0,94.2,5065.0,40.2,94.2,73.4,92.2,86.6
Makwanpur,Bagmati,2021,Post-Federal (2021),0,156948.0,121409.0,81.83,53323.0,5215.0,4091.0,33.87,8.59,5,150.0,1442.0,60.25,47908.0,42.6,75.47,96.95,50.35,74.26
Makwanpur,Bagmati,2021,Post-Federal (2021),0,156948.0,121409.0,81.83,53323.0,5215.0,4091.0,33.87,8.59,5,67.0,459.0,79.1,16445.0,35.2,71.1,72.2,71.6,71.63
Manang,Gandaki,2001,Pre-Federal (2001),0,114030.0,82675.0,75.63,39651.0,8136.0,4053.0,35.48,11.35,4,182.0,1443.0,76.32,37468.0,32.82,75.06,60.72,78.68,71.48
Manang,Gandaki,2011,Transitional (2011),0,145835.0,115684.0,78.59,59866.0,6482.0,5054.0,40.24,8.68,4,243.0,2208.0,78.3,72054.0,56.34,56.26,59.3,79.18,64.91
Manang,Gandaki,2021,Post-Federal (2021),0,61556.0,52619.0,84.67,18052.0,4183.0,2356.0,29.35,12.95,2,68.0,591.0,56.93,16566.0,25.57,50.9,73.23,67.37,63.83
Manang,Gandaki,2021,Post-Federal (2021),0,61556.0,52619.0,84.67,18052.0,4183.0,2356.0,29.35,12.95,2,15.0,200.0,74.8,4115.0,20.6,87.2,50.1,95.6,77.63
Manang,Gandaki,2021,Post-Federal (2021),0,61556.0,52619.0,84.67,18052.0,4183.0,2356.0,29.35,12.95,2,49.0,536.0,52.0,4495.0,8.4,30.6,90.5,48.8,56.63
Manang,Gandaki,2021,Post-Federal (2021),0,21599.0,16030.0,74.22,5180.0,1158.0,970.0,23.98,18.73,1,68.0,591.0,56.93,16566.0,25.57,50.9,73.23,67.37,63.83
Manang,Gandaki,2021,Post-Federal (2021),0,21599.0,16030.0,74.22,5180.0,1158.0,970.0,23.98,18.73,1,15.0,200.0,74.8,4115.0,20.6,87.2,50.1,95.6,77.63
Manang,Gandaki,2021,Post-Federal (2021),0,21599.0,16030.0,74.22,5180.0,1158.0,970.0,23.98,18.73,1,49.0,536.0,52.0,4495.0,8.4,30.6,90.5,48.8,56.63
Manang,Gandaki,2021,Post-Federal (2021),0,44184.0,36889.0,83.12,15413.0,2525.0,754.0,34.82,4.76,2,68.0,591.0,56.93,16566.0,25.57,50.9,73.23,67.37,63.83
Manang,Gandaki,2021,Post-Federal (2021),0,44184.0,36889.0,83.12,15413.0,2525.0,754.0,34.82,4.76,2,15.0,200.0,74.8,4115.0,20.6,87.2,50.1,95.6,77.63
Manang,Gandaki,2021,Post-Federal (2021),0,44184.0,36889.0,83.12,15413.0,2525.0,754.0,34.82,4.76,2,49.0,536.0,52.0,4495.0,8.4,30.6,90.5,48.8,56.63
Manang,Gandaki,2021,Post-Federal (2021),0,15242.0,11391.0,74.74,6656.0,1062.0,734.0,43.67,11.03,1,68.0,591.0,56.93,16566.0,25.57,50.9,73.23,67.37,63.83
Manang,Gandaki,2021,Post-Federal (2021),0,15242.0,11391.0,74.74,6656.0,1062.0,734.0,43.67,11.03,1,15.0,200.0,74.8,4115.0,20.6,87.2,50.1,95.6,77.63
Manang,Gandaki,2021,Post-Federal (2021),0,15242.0,11391.0,74.74,6656.0,1062.0,734.0,43.67,11.03,1,49.0,536.0,52.0,4495.0,8.4,30.6,90.5,48.8,56.63
Manang,Gandaki,2021,Post-Federal (2021),0,15049.0,13112.0,87.13,5081.0,192.0,968.0,33.76,19.05,1,68.0,591.0,56.93,16566.0,25.57,50.9,73.23,67.37,63.83
Manang,Gandaki,2021,Post-Federal (2021),0,15049.0,13112.0,87.13,5081.0,192.0,968.0,33.76,19.05,1,15.0,200.0,74.8,4115.0,20.6,87.2,50.1,95.6,77.63
Manang,Gandaki,2021,Post-Federal (2021),0,15049.0,13112.0,87.13,5081.0,192.0,968.0,33.76,19.05,1,49.0,536.0,52.0,4495.0,8.4,30.6,90.5,48.8,56.63
Morang,Koshi,2021,Post-Federal (2021),0,31560.0,17285.0,54.44,11820.0,4456.0,1948.0,36.06,15.98,3,98.0,920.0,64.5,26019.0,24.8,30.8,43.45,33.35,35.86
Morang,Koshi,2021,Post-Federal (2021),0,31560.0,17285.0,54.44,11820.0,4456.0,1948.0,36.06,15.98,3,45.0,553.0,68.6,12362.0,39.47,61.2,42.55,33.0,45.58
Morang,Koshi,2001,Pre-Federal (2001),0,122045.0,48632.0,42.1,43627.0,21386.0,4762.0,35.59,11.76,14,184.5,1816.0,65.81,37861.0,33.22,61.4,35.8,47.92,48.37
Morang,Koshi,2011,Transitional (2011),0,153009.0,71583.0,47.63,56046.0,25274.0,5483.0,36.1,9.82,14,157.0,2019.5,69.7,40713.0,28.88,52.38,54.64,60.0,55.67
Morang,Koshi,2021,Post-Federal (2021),0,29081.0,14568.0,50.01,9823.0,4201.0,893.0,33.65,10.86,5,98.0,920.0,64.5,26019.0,24.8,30.8,43.45,33.35,35.86
Morang,Koshi,2021,Post-Federal (2021),0,29081.0,14568.0,50.01,9823.0,4201.0,893.0,33.65,10.86,5,45.0,553.0,68.6,12362.0,39.47,61.2,42.55,33.0,45.58
Morang,Koshi,2021,Post-Federal (2021),0,32245.0,16313.0,49.12,13433.0,4344.0,1394.0,39.58,9.8,5,98.0,920.0,64.5,26019.0,24.8,30.8,43.45,33.35,35.86
Morang,Koshi,2021,Post-Federal (2021),0,32245.0,16313.0,49.12,13433.0,4344.0,1394.0,39.58,9.8,5,45.0,553.0,68.6,12362.0,39.47,61.2,42.55,33.0,45.58
Morang,Koshi,2021,Post-Federal (2021),0,68057.0,37293.0,56.72,20549.0,11114.0,2492.0,30.96,12.84,6,98.0,920.0,64.5,26019.0,24.8,30.8,43.45,33.35,35.86
Morang,Koshi,2021,Post-Federal (2021),0,68057.0,37293.0,56.72,20549.0,11114.0,2492.0,30.96,12.84,6,45.0,553.0,68.6,12362.0,39.47,61.2,42.55,33.0,45.58
Morang,Koshi,2021,Post-Federal (2021),0,41010.0,19580.0,46.76,14048.0,4823.0,2033.0,33.67,14.81,5,98.0,920.0,64.5,26019.0,24.8,30.8,43.45,33.35,35.86
Morang,Koshi,2021,Post-Federal (2021),0,41010.0,19580.0,46.76,14048.0,4823.0,2033.0,33.67,14.81,5,45.0,553.0,68.6,12362.0,39.47,61.2,42.55,33.0,45.58
Mugu,Karnali,2001,Pre-Federal (2001),1,31240.0,12891.0,44.04,9814.0,6035.0,964.0,32.19,9.98,4,32.0,268.0,52.44,9975.0,32.52,27.14,46.92,46.18,40.08
Mugu,Karnali,2011,Transitional (2011),1,38986.0,19124.0,49.11,14792.0,4995.0,1384.0,36.96,9.49,4,90.0,909.0,48.78,20855.0,18.96,30.92,45.06,33.64,36.54
Mugu,Karnali,2021,Post-Federal (2021),1,10102.0,5701.0,56.44,3193.0,2553.0,88.0,31.61,2.76,1,7.0,43.0,69.7,2445.0,90.6,10.2,73.8,34.9,39.63
Mugu,Karnali,2021,Post-Federal (2021),1,10102.0,5701.0,56.44,3193.0,2553.0,88.0,31.61,2.76,1,4.0,43.0,35.1,632.0,14.7,5.7,29.8,38.5,24.67
Mugu,Karnali,2021,Post-Federal (2021),1,10102.0,5701.0,56.44,3193.0,2553.0,88.0,31.61,2.76,1,75.0,412.0,40.37,14158.0,24.57,23.13,42.8,41.8,35.91
Mugu,Karnali,2021,Post-Federal (2021),0,18643.0,9805.0,52.56,7706.0,1178.0,290.0,41.44,4.0,1,7.0,43.0,69.7,2445.0,90.6,10.2,73.8,34.9,39.63
Mugu,Karnali,2021,Post-Federal (2021),0,18643.0,9805.0,52.56,7706.0,1178.0,290.0,41.44,4.0,1,4.0,43.0,35.1,632.0,14.7,5.7,29.8,38.5,24.67
Mugu,Karnali,2021,Post-Federal (2021),0,18643.0,9805.0,52.56,7706.0,1178.0,290.0,41.44,4.0,1,75.0,412.0,40.37,14158.0,24.57,23.13,42.8,41.8,35.91
Mugu,Karnali,2021,Post-Federal (2021),0,9953.0,5712.0,57.39,2997.0,2939.0,557.0,30.11,18.59,1,7.0,43.0,69.7,2445.0,90.6,10.2,73.8,34.9,39.63
Mugu,Karnali,2021,Post-Federal (2021),0,9953.0,5712.0,57.39,2997.0,2939.0,557.0,30.11,18.59,1,4.0,43.0,35.1,632.0,14.7,5.7,29.8,38.5,24.67
Mugu,Karnali,2021,Post-Federal (2021),0,9953.0,5712.0,57.39,2997.0,2939.0,557.0,30.11,18.59,1,75.0,412.0,40.37,14158.0,24.57,23.13,42.8,41.8,35.91
